368 + 620 (mod 97) = ?	18
62 + 138 (mod 97) = ?	6
457 + 460 (mod 97) = ?	44
641 + 843 (mod 97) = ?	29
770 + 15 (mod 97) = ?	9
852 + 647 (mod 97) = ?	44
214 + 770 (mod 97) = ?	14
592 + 536 (mod 97) = ?	61
804 + 971 (mod 97) = ?	29
260 + 440 (mod 97) = ?	21
344 + 592 (mod 97) = ?	63
839 + 510 (mod 97) = ?	88
581 + 44 (mod 97) = ?	43
509 + 458 (mod 97) = ?	94
673 + 382 (mod 97) = ?	85
510 + 670 (mod 97) = ?	16
980 + 404 (mod 97) = ?	26
753 + 912 (mod 97) = ?	16
54 + 905 (mod 97) = ?	86
147 + 236 (mod 97) = ?	92
545 + 599 (mod 97) = ?	77
819 + 2 (mod 97) = ?	45
69 + 31 (mod 97) = ?	3
683 + 25 (mod 97) = ?	29
759 + 946 (mod 97) = ?	56
787 + 911 (mod 97) = ?	49
873 + 726 (mod 97) = ?	47
191 + 928 (mod 97) = ?	52
555 + 902 (mod 97) = ?	2
802 + 875 (mod 97) = ?	28
357 + 554 (mod 97) = ?	38
191 + 582 (mod 97) = ?	94
479 + 283 (mod 97) = ?	83
81 + 585 (mod 97) = ?	84
219 + 67 (mod 97) = ?	92
855 + 403 (mod 97) = ?	94
667 + 450 (mod 97) = ?	50
861 + 337 (mod 97) = ?	34
840 + 550 (mod 97) = ?	32
876 + 933 (mod 97) = ?	63
310 + 537 (mod 97) = ?	71
471 + 530 (mod 97) = ?	31
617 + 7 (mod 97) = ?	42
274 + 275 (mod 97) = ?	64
919 + 706 (mod 97) = ?	73
7 + 657 (mod 97) = ?	82
838 + 975 (mod 97) = ?	67
645 + 91 (mod 97) = ?	57
253 + 281 (mod 97) = ?	49
719 + 683 (mod 97) = ?	44
413 + 233 (mod 97) = ?	64
835 + 272 (mod 97) = ?	40
998 + 557 (mod 97) = ?	3
281 + 694 (mod 97) = ?	5
470 + 624 (mod 97) = ?	27
215 + 481 (mod 97) = ?	17
692 + 518 (mod 97) = ?	46
639 + 861 (mod 97) = ?	45
844 + 73 (mod 97) = ?	44
805 + 756 (mod 97) = ?	9
976 + 104 (mod 97) = ?	13
963 + 983 (mod 97) = ?	6
894 + 266 (mod 97) = ?	93
150 + 580 (mod 97) = ?	51
42 + 817 (mod 97) = ?	83
482 + 826 (mod 97) = ?	47
345 + 424 (mod 97) = ?	90
894 + 658 (mod 97) = ?	0
796 + 689 (mod 97) = ?	30
422 + 736 (mod 97) = ?	91
575 + 406 (mod 97) = ?	11
589 + 895 (mod 97) = ?	29
890 + 617 (mod 97) = ?	52
24 + 312 (mod 97) = ?	45
489 + 940 (mod 97) = ?	71
673 + 796 (mod 97) = ?	14
453 + 28 (mod 97) = ?	93
919 + 926 (mod 97) = ?	2
950 + 251 (mod 97) = ?	37
826 + 989 (mod 97) = ?	69
464 + 783 (mod 97) = ?	83
885 + 145 (mod 97) = ?	60
73 + 626 (mod 97) = ?	20
660 + 281 (mod 97) = ?	68
268 + 192 (mod 97) = ?	72
245 + 424 (mod 97) = ?	87
679 + 451 (mod 97) = ?	63
768 + 380 (mod 97) = ?	81
888 + 672 (mod 97) = ?	8
211 + 937 (mod 97) = ?	81
871 + 218 (mod 97) = ?	22
831 + 25 (mod 97) = ?	80
314 + 869 (mod 97) = ?	19
62 + 896 (mod 97) = ?	85
771 + 967 (mod 97) = ?	89
825 + 84 (mod 97) = ?	36
460 + 459 (mod 97) = ?	46
164 + 937 (mod 97) = ?	34
145 + 994 (mod 97) = ?	72
375 + 921 (mod 97) = ?	35
757 + 223 (mod 97) = ?	10
316 + 482 (mod 97) = ?	22
31 + 191 (mod 97) = ?	28
691 + 174 (mod 97) = ?	89
744 + 543 (mod 97) = ?	26
178 + 191 (mod 97) = ?	78
560 + 68 (mod 97) = ?	46
396 + 259 (mod 97) = ?	73
501 + 747 (mod 97) = ?	84
5 + 848 (mod 97) = ?	77
634 + 782 (mod 97) = ?	58
262 + 540 (mod 97) = ?	26
554 + 847 (mod 97) = ?	43
421 + 874 (mod 97) = ?	34
609 + 951 (mod 97) = ?	8
105 + 754 (mod 97) = ?	83
364 + 380 (mod 97) = ?	65
633 + 967 (mod 97) = ?	48
767 + 996 (mod 97) = ?	17
380 + 661 (mod 97) = ?	71
24 + 398 (mod 97) = ?	34
725 + 170 (mod 97) = ?	22
504 + 875 (mod 97) = ?	21
653 + 546 (mod 97) = ?	35
159 + 875 (mod 97) = ?	64
431 + 739 (mod 97) = ?	6
883 + 589 (mod 97) = ?	17
867 + 357 (mod 97) = ?	60
316 + 256 (mod 97) = ?	87
632 + 999 (mod 97) = ?	79
84 + 698 (mod 97) = ?	6
810 + 217 (mod 97) = ?	57
268 + 336 (mod 97) = ?	22
341 + 926 (mod 97) = ?	6
965 + 673 (mod 97) = ?	86
543 + 489 (mod 97) = ?	62
874 + 31 (mod 97) = ?	32
196 + 844 (mod 97) = ?	70
758 + 251 (mod 97) = ?	39
996 + 532 (mod 97) = ?	73
77 + 176 (mod 97) = ?	59
243 + 550 (mod 97) = ?	17
146 + 244 (mod 97) = ?	2
256 + 707 (mod 97) = ?	90
311 + 938 (mod 97) = ?	85
73 + 524 (mod 97) = ?	15
897 + 741 (mod 97) = ?	86
257 + 448 (mod 97) = ?	26
921 + 284 (mod 97) = ?	41
763 + 118 (mod 97) = ?	8
172 + 872 (mod 97) = ?	74
697 + 672 (mod 97) = ?	11
773 + 941 (mod 97) = ?	65
128 + 960 (mod 97) = ?	21
129 + 382 (mod 97) = ?	26
376 + 942 (mod 97) = ?	57
68 + 63 (mod 97) = ?	34
420 + 46 (mod 97) = ?	78
479 + 30 (mod 97) = ?	24
664 + 436 (mod 97) = ?	33
572 + 166 (mod 97) = ?	59
455 + 595 (mod 97) = ?	80
220 + 659 (mod 97) = ?	6
586 + 98 (mod 97) = ?	5
455 + 242 (mod 97) = ?	18
839 + 710 (mod 97) = ?	94
698 + 558 (mod 97) = ?	92
726 + 433 (mod 97) = ?	92
571 + 652 (mod 97) = ?	59
365 + 129 (mod 97) = ?	9
281 + 322 (mod 97) = ?	21
448 + 212 (mod 97) = ?	78
571 + 529 (mod 97) = ?	33
367 + 18 (mod 97) = ?	94
146 + 623 (mod 97) = ?	90
109 + 230 (mod 97) = ?	48
43 + 757 (mod 97) = ?	24
203 + 700 (mod 97) = ?	30
407 + 120 (mod 97) = ?	42
283 + 493 (mod 97) = ?	0
176 + 56 (mod 97) = ?	38
314 + 233 (mod 97) = ?	62
714 + 877 (mod 97) = ?	39
313 + 252 (mod 97) = ?	80
918 + 324 (mod 97) = ?	78
576 + 473 (mod 97) = ?	79
137 + 372 (mod 97) = ?	24
971 + 733 (mod 97) = ?	55
881 + 363 (mod 97) = ?	80
774 + 978 (mod 97) = ?	6
157 + 31 (mod 97) = ?	91
791 + 498 (mod 97) = ?	28
700 + 753 (mod 97) = ?	95
759 + 443 (mod 97) = ?	38
712 + 138 (mod 97) = ?	74
596 + 379 (mod 97) = ?	5
341 + 709 (mod 97) = ?	80
917 + 821 (mod 97) = ?	89
980 + 729 (mod 97) = ?	60
689 + 576 (mod 97) = ?	4
358 + 420 (mod 97) = ?	2
500 + 915 (mod 97) = ?	57
560 + 802 (mod 97) = ?	4
77 + 548 (mod 97) = ?	43
88 + 38 (mod 97) = ?	29
488 + 198 (mod 97) = ?	7
561 + 476 (mod 97) = ?	67
212 + 105 (mod 97) = ?	26
263 + 922 (mod 97) = ?	21
132 + 538 (mod 97) = ?	88
916 + 880 (mod 97) = ?	50
506 + 190 (mod 97) = ?	17
274 + 926 (mod 97) = ?	36
785 + 698 (mod 97) = ?	28
959 + 505 (mod 97) = ?	9
295 + 783 (mod 97) = ?	11
898 + 457 (mod 97) = ?	94
768 + 777 (mod 97) = ?	90
793 + 521 (mod 97) = ?	53
525 + 406 (mod 97) = ?	58
910 + 260 (mod 97) = ?	6
149 + 550 (mod 97) = ?	20
87 + 146 (mod 97) = ?	39
964 + 226 (mod 97) = ?	26
490 + 530 (mod 97) = ?	50
401 + 518 (mod 97) = ?	46
730 + 304 (mod 97) = ?	64
295 + 817 (mod 97) = ?	45
637 + 736 (mod 97) = ?	15
846 + 639 (mod 97) = ?	30
803 + 794 (mod 97) = ?	45
124 + 667 (mod 97) = ?	15
969 + 129 (mod 97) = ?	31
733 + 956 (mod 97) = ?	40
698 + 690 (mod 97) = ?	30
187 + 286 (mod 97) = ?	85
922 + 382 (mod 97) = ?	43
392 + 649 (mod 97) = ?	71
941 + 819 (mod 97) = ?	14
231 + 884 (mod 97) = ?	48
93 + 887 (mod 97) = ?	10
841 + 332 (mod 97) = ?	9
583 + 225 (mod 97) = ?	32
390 + 50 (mod 97) = ?	52
975 + 365 (mod 97) = ?	79
974 + 294 (mod 97) = ?	7
11 + 283 (mod 97) = ?	3
625 + 289 (mod 97) = ?	41
807 + 274 (mod 97) = ?	14
693 + 287 (mod 97) = ?	10
601 + 268 (mod 97) = ?	93
521 + 525 (mod 97) = ?	76
533 + 77 (mod 97) = ?	28
308 + 562 (mod 97) = ?	94
142 + 919 (mod 97) = ?	91
395 + 385 (mod 97) = ?	4
696 + 902 (mod 97) = ?	46
940 + 321 (mod 97) = ?	0
962 + 41 (mod 97) = ?	33
201 + 523 (mod 97) = ?	45
29 + 17 (mod 97) = ?	46
988 + 730 (mod 97) = ?	69
671 + 994 (mod 97) = ?	16
758 + 32 (mod 97) = ?	14
814 + 820 (mod 97) = ?	82
359 + 825 (mod 97) = ?	20
866 + 483 (mod 97) = ?	88
641 + 132 (mod 97) = ?	94
643 + 496 (mod 97) = ?	72
380 + 906 (mod 97) = ?	25
343 + 17 (mod 97) = ?	69
381 + 492 (mod 97) = ?	0
713 + 96 (mod 97) = ?	33
503 + 564 (mod 97) = ?	0
20 + 448 (mod 97) = ?	80
16 + 980 (mod 97) = ?	26
192 + 332 (mod 97) = ?	39
493 + 897 (mod 97) = ?	32
599 + 847 (mod 97) = ?	88
971 + 445 (mod 97) = ?	58
779 + 994 (mod 97) = ?	27
285 + 202 (mod 97) = ?	2
513 + 385 (mod 97) = ?	25
748 + 595 (mod 97) = ?	82
884 + 771 (mod 97) = ?	6
442 + 40 (mod 97) = ?	94
716 + 306 (mod 97) = ?	52
209 + 67 (mod 97) = ?	82
459 + 464 (mod 97) = ?	50
905 + 226 (mod 97) = ?	64
381 + 287 (mod 97) = ?	86
16 + 417 (mod 97) = ?	45
788 + 713 (mod 97) = ?	46
303 + 693 (mod 97) = ?	26
438 + 482 (mod 97) = ?	47
999 + 98 (mod 97) = ?	30
387 + 382 (mod 97) = ?	90
262 + 854 (mod 97) = ?	49
233 + 227 (mod 97) = ?	72
849 + 449 (mod 97) = ?	37
214 + 187 (mod 97) = ?	13
605 + 193 (mod 97) = ?	22
237 + 413 (mod 97) = ?	68
806 + 864 (mod 97) = ?	21
717 + 982 (mod 97) = ?	50
630 + 690 (mod 97) = ?	59
425 + 35 (mod 97) = ?	72
362 + 859 (mod 97) = ?	57
949 + 207 (mod 97) = ?	89
760 + 965 (mod 97) = ?	76
391 + 557 (mod 97) = ?	75
26 + 819 (mod 97) = ?	69
128 + 116 (mod 97) = ?	50
446 + 343 (mod 97) = ?	13
460 + 31 (mod 97) = ?	6
371 + 986 (mod 97) = ?	96
984 + 2 (mod 97) = ?	16
477 + 753 (mod 97) = ?	66
793 + 130 (mod 97) = ?	50
127 + 819 (mod 97) = ?	73
374 + 544 (mod 97) = ?	45
222 + 364 (mod 97) = ?	4
143 + 329 (mod 97) = ?	84
562 + 596 (mod 97) = ?	91
141 + 891 (mod 97) = ?	62
387 + 622 (mod 97) = ?	39
685 + 570 (mod 97) = ?	91
791 + 277 (mod 97) = ?	1
559 + 511 (mod 97) = ?	3
605 + 479 (mod 97) = ?	17
294 + 880 (mod 97) = ?	10
861 + 271 (mod 97) = ?	65
184 + 401 (mod 97) = ?	3
732 + 287 (mod 97) = ?	49
89 + 680 (mod 97) = ?	90
601 + 654 (mod 97) = ?	91
251 + 903 (mod 97) = ?	87
287 + 19 (mod 97) = ?	15
344 + 182 (mod 97) = ?	41
782 + 758 (mod 97) = ?	85
789 + 977 (mod 97) = ?	20
251 + 485 (mod 97) = ?	57
538 + 746 (mod 97) = ?	23
75 + 125 (mod 97) = ?	6
890 + 398 (mod 97) = ?	27
962 + 483 (mod 97) = ?	87
362 + 842 (mod 97) = ?	40
540 + 375 (mod 97) = ?	42
537 + 488 (mod 97) = ?	55
773 + 873 (mod 97) = ?	94
69 + 392 (mod 97) = ?	73
529 + 672 (mod 97) = ?	37
843 + 487 (mod 97) = ?	69
611 + 224 (mod 97) = ?	59
556 + 806 (mod 97) = ?	4
33 + 915 (mod 97) = ?	75
924 + 245 (mod 97) = ?	5
186 + 865 (mod 97) = ?	81
350 + 568 (mod 97) = ?	45
674 + 543 (mod 97) = ?	53
461 + 477 (mod 97) = ?	65
570 + 76 (mod 97) = ?	64
589 + 646 (mod 97) = ?	71
158 + 663 (mod 97) = ?	45
13 + 253 (mod 97) = ?	72
952 + 423 (mod 97) = ?	17
809 + 911 (mod 97) = ?	71
154 + 626 (mod 97) = ?	4
670 + 276 (mod 97) = ?	73
510 + 98 (mod 97) = ?	26
737 + 936 (mod 97) = ?	24
144 + 114 (mod 97) = ?	64
701 + 954 (mod 97) = ?	6
717 + 149 (mod 97) = ?	90
997 + 5 (mod 97) = ?	32
276 + 548 (mod 97) = ?	48
430 + 704 (mod 97) = ?	67
134 + 721 (mod 97) = ?	79
15 + 384 (mod 97) = ?	11
45 + 347 (mod 97) = ?	4
448 + 101 (mod 97) = ?	64
174 + 93 (mod 97) = ?	73
742 + 628 (mod 97) = ?	12
191 + 164 (mod 97) = ?	64
625 + 256 (mod 97) = ?	8
536 + 319 (mod 97) = ?	79
330 + 314 (mod 97) = ?	62
451 + 672 (mod 97) = ?	56
998 + 647 (mod 97) = ?	93
957 + 338 (mod 97) = ?	34
276 + 401 (mod 97) = ?	95
954 + 710 (mod 97) = ?	15
217 + 216 (mod 97) = ?	45
796 + 900 (mod 97) = ?	47
345 + 839 (mod 97) = ?	20
671 + 316 (mod 97) = ?	17
650 + 744 (mod 97) = ?	36
845 + 429 (mod 97) = ?	13
381 + 448 (mod 97) = ?	53
938 + 430 (mod 97) = ?	10
879 + 337 (mod 97) = ?	52
22 + 425 (mod 97) = ?	59
99 + 986 (mod 97) = ?	18
118 + 616 (mod 97) = ?	55
646 + 870 (mod 97) = ?	61
360 + 827 (mod 97) = ?	23
153 + 515 (mod 97) = ?	86
93 + 573 (mod 97) = ?	84
915 + 78 (mod 97) = ?	23
599 + 395 (mod 97) = ?	24
33 + 139 (mod 97) = ?	75
260 + 583 (mod 97) = ?	67
656 + 392 (mod 97) = ?	78
264 + 906 (mod 97) = ?	6
764 + 88 (mod 97) = ?	76
288 + 209 (mod 97) = ?	12
632 + 316 (mod 97) = ?	75
97 + 427 (mod 97) = ?	39
810 + 232 (mod 97) = ?	72
740 + 704 (mod 97) = ?	86
539 + 275 (mod 97) = ?	38
650 + 492 (mod 97) = ?	75
63 + 469 (mod 97) = ?	47
606 + 27 (mod 97) = ?	51
456 + 822 (mod 97) = ?	17
34 + 307 (mod 97) = ?	50
28 + 86 (mod 97) = ?	17
429 + 387 (mod 97) = ?	40
721 + 271 (mod 97) = ?	22
685 + 521 (mod 97) = ?	42
175 + 725 (mod 97) = ?	27
156 + 423 (mod 97) = ?	94
250 + 438 (mod 97) = ?	9
385 + 698 (mod 97) = ?	16
137 + 500 (mod 97) = ?	55
19 + 622 (mod 97) = ?	59
362 + 174 (mod 97) = ?	51
81 + 679 (mod 97) = ?	81
198 + 254 (mod 97) = ?	64
216 + 184 (mod 97) = ?	12
382 + 985 (mod 97) = ?	9
414 + 927 (mod 97) = ?	80
52 + 180 (mod 97) = ?	38
463 + 597 (mod 97) = ?	90
907 + 416 (mod 97) = ?	62
884 + 277 (mod 97) = ?	94
139 + 734 (mod 97) = ?	0
316 + 901 (mod 97) = ?	53
655 + 335 (mod 97) = ?	20
21 + 637 (mod 97) = ?	76
573 + 185 (mod 97) = ?	79
826 + 955 (mod 97) = ?	35
787 + 637 (mod 97) = ?	66
61 + 480 (mod 97) = ?	56
274 + 712 (mod 97) = ?	16
92 + 701 (mod 97) = ?	17
502 + 332 (mod 97) = ?	58
963 + 441 (mod 97) = ?	46
798 + 148 (mod 97) = ?	73
753 + 307 (mod 97) = ?	90
753 + 188 (mod 97) = ?	68
337 + 702 (mod 97) = ?	69
977 + 415 (mod 97) = ?	34
132 + 250 (mod 97) = ?	91
136 + 49 (mod 97) = ?	88
386 + 506 (mod 97) = ?	19
461 + 924 (mod 97) = ?	27
339 + 528 (mod 97) = ?	91
470 + 680 (mod 97) = ?	83
874 + 527 (mod 97) = ?	43
465 + 606 (mod 97) = ?	4
418 + 201 (mod 97) = ?	37
637 + 103 (mod 97) = ?	61
82 + 877 (mod 97) = ?	86
892 + 596 (mod 97) = ?	33
926 + 603 (mod 97) = ?	74
20 + 176 (mod 97) = ?	2
622 + 444 (mod 97) = ?	96
995 + 73 (mod 97) = ?	1
116 + 757 (mod 97) = ?	0
151 + 355 (mod 97) = ?	21
113 + 278 (mod 97) = ?	3
919 + 32 (mod 97) = ?	78
465 + 656 (mod 97) = ?	54
957 + 958 (mod 97) = ?	72
92 + 376 (mod 97) = ?	80
687 + 787 (mod 97) = ?	19
631 + 420 (mod 97) = ?	81
537 + 582 (mod 97) = ?	52
616 + 357 (mod 97) = ?	3
126 + 799 (mod 97) = ?	52
32 + 534 (mod 97) = ?	81
617 + 297 (mod 97) = ?	41
807 + 715 (mod 97) = ?	67
899 + 214 (mod 97) = ?	46
786 + 276 (mod 97) = ?	92
461 + 194 (mod 97) = ?	73
915 + 444 (mod 97) = ?	1
33 + 79 (mod 97) = ?	15
670 + 582 (mod 97) = ?	88
513 + 305 (mod 97) = ?	42
692 + 332 (mod 97) = ?	54
869 + 74 (mod 97) = ?	70
163 + 245 (mod 97) = ?	20
779 + 38 (mod 97) = ?	41
23 + 974 (mod 97) = ?	27
459 + 236 (mod 97) = ?	16
65 + 628 (mod 97) = ?	14
245 + 755 (mod 97) = ?	30
964 + 790 (mod 97) = ?	8
407 + 665 (mod 97) = ?	5
645 + 170 (mod 97) = ?	39
953 + 128 (mod 97) = ?	14
946 + 555 (mod 97) = ?	46
89 + 263 (mod 97) = ?	61
349 + 192 (mod 97) = ?	56
994 + 799 (mod 97) = ?	47
755 + 534 (mod 97) = ?	28
420 + 753 (mod 97) = ?	9
65 + 515 (mod 97) = ?	95
648 + 556 (mod 97) = ?	40
166 + 227 (mod 97) = ?	5
906 + 579 (mod 97) = ?	30
277 + 202 (mod 97) = ?	91
446 + 197 (mod 97) = ?	61
550 + 924 (mod 97) = ?	19
490 + 482 (mod 97) = ?	2
557 + 853 (mod 97) = ?	52
805 + 55 (mod 97) = ?	84
498 + 403 (mod 97) = ?	28
337 + 161 (mod 97) = ?	13
424 + 138 (mod 97) = ?	77
794 + 181 (mod 97) = ?	5
575 + 316 (mod 97) = ?	18
463 + 992 (mod 97) = ?	0
966 + 535 (mod 97) = ?	46
253 + 435 (mod 97) = ?	9
458 + 489 (mod 97) = ?	74
958 + 610 (mod 97) = ?	16
837 + 664 (mod 97) = ?	46
575 + 528 (mod 97) = ?	36
55 + 155 (mod 97) = ?	16
557 + 181 (mod 97) = ?	59
385 + 623 (mod 97) = ?	38
968 + 615 (mod 97) = ?	31
560 + 663 (mod 97) = ?	59
574 + 843 (mod 97) = ?	59
620 + 609 (mod 97) = ?	65
408 + 349 (mod 97) = ?	78
250 + 342 (mod 97) = ?	10
511 + 611 (mod 97) = ?	55
399 + 948 (mod 97) = ?	86
830 + 347 (mod 97) = ?	13
947 + 98 (mod 97) = ?	75
466 + 809 (mod 97) = ?	14
648 + 756 (mod 97) = ?	46
194 + 215 (mod 97) = ?	21
584 + 411 (mod 97) = ?	25
153 + 914 (mod 97) = ?	0
65 + 886 (mod 97) = ?	78
204 + 526 (mod 97) = ?	51
52 + 144 (mod 97) = ?	2
863 + 815 (mod 97) = ?	29
211 + 917 (mod 97) = ?	61
913 + 776 (mod 97) = ?	40
137 + 90 (mod 97) = ?	33
671 + 990 (mod 97) = ?	12
983 + 421 (mod 97) = ?	46
110 + 976 (mod 97) = ?	19
2 + 112 (mod 97) = ?	17
283 + 304 (mod 97) = ?	5
365 + 922 (mod 97) = ?	26
486 + 902 (mod 97) = ?	30
58 + 307 (mod 97) = ?	74
69 + 990 (mod 97) = ?	89
640 + 562 (mod 97) = ?	38
89 + 245 (mod 97) = ?	43
46 + 943 (mod 97) = ?	19
382 + 305 (mod 97) = ?	8
68 + 528 (mod 97) = ?	14
147 + 483 (mod 97) = ?	48
79 + 17 (mod 97) = ?	96
484 + 896 (mod 97) = ?	22
271 + 788 (mod 97) = ?	89
831 + 705 (mod 97) = ?	81
576 + 30 (mod 97) = ?	24
332 + 963 (mod 97) = ?	34
805 + 326 (mod 97) = ?	64
199 + 912 (mod 97) = ?	44
267 + 221 (mod 97) = ?	3
139 + 741 (mod 97) = ?	7
283 + 258 (mod 97) = ?	56
409 + 593 (mod 97) = ?	32
824 + 265 (mod 97) = ?	22
361 + 856 (mod 97) = ?	53
745 + 777 (mod 97) = ?	67
845 + 889 (mod 97) = ?	85
126 + 433 (mod 97) = ?	74
728 + 857 (mod 97) = ?	33
806 + 311 (mod 97) = ?	50
352 + 782 (mod 97) = ?	67
831 + 285 (mod 97) = ?	49
806 + 779 (mod 97) = ?	33
177 + 705 (mod 97) = ?	9
161 + 227 (mod 97) = ?	0
626 + 743 (mod 97) = ?	11
418 + 906 (mod 97) = ?	63
196 + 510 (mod 97) = ?	27
974 + 33 (mod 97) = ?	37
243 + 734 (mod 97) = ?	7
172 + 367 (mod 97) = ?	54
494 + 865 (mod 97) = ?	1
364 + 999 (mod 97) = ?	5
522 + 481 (mod 97) = ?	33
323 + 728 (mod 97) = ?	81
479 + 222 (mod 97) = ?	22
464 + 155 (mod 97) = ?	37
541 + 889 (mod 97) = ?	72
909 + 779 (mod 97) = ?	39
213 + 880 (mod 97) = ?	26
417 + 204 (mod 97) = ?	39
778 + 479 (mod 97) = ?	93
908 + 427 (mod 97) = ?	74
277 + 230 (mod 97) = ?	22
949 + 839 (mod 97) = ?	42
912 + 208 (mod 97) = ?	53
278 + 908 (mod 97) = ?	22
515 + 323 (mod 97) = ?	62
713 + 528 (mod 97) = ?	77
303 + 547 (mod 97) = ?	74
222 + 261 (mod 97) = ?	95
174 + 993 (mod 97) = ?	3
466 + 701 (mod 97) = ?	3
485 + 876 (mod 97) = ?	3
723 + 379 (mod 97) = ?	35
376 + 264 (mod 97) = ?	58
491 + 375 (mod 97) = ?	90
623 + 115 (mod 97) = ?	59
743 + 66 (mod 97) = ?	33
498 + 435 (mod 97) = ?	60
183 + 696 (mod 97) = ?	6
36 + 603 (mod 97) = ?	57
501 + 917 (mod 97) = ?	60
833 + 874 (mod 97) = ?	58
573 + 743 (mod 97) = ?	55
51 + 194 (mod 97) = ?	51
103 + 705 (mod 97) = ?	32
827 + 152 (mod 97) = ?	9
310 + 318 (mod 97) = ?	46
812 + 532 (mod 97) = ?	83
165 + 94 (mod 97) = ?	65
923 + 250 (mod 97) = ?	9
174 + 419 (mod 97) = ?	11
664 + 782 (mod 97) = ?	88
447 + 901 (mod 97) = ?	87
160 + 833 (mod 97) = ?	23
335 + 921 (mod 97) = ?	92
441 + 951 (mod 97) = ?	34
226 + 724 (mod 97) = ?	77
439 + 584 (mod 97) = ?	53
121 + 66 (mod 97) = ?	90
632 + 543 (mod 97) = ?	11
953 + 417 (mod 97) = ?	12
381 + 194 (mod 97) = ?	90
451 + 318 (mod 97) = ?	90
675 + 219 (mod 97) = ?	21
933 + 94 (mod 97) = ?	57
203 + 731 (mod 97) = ?	61
155 + 937 (mod 97) = ?	25
353 + 291 (mod 97) = ?	62
957 + 249 (mod 97) = ?	42
543 + 588 (mod 97) = ?	64
66 + 568 (mod 97) = ?	52
427 + 193 (mod 97) = ?	38
973 + 133 (mod 97) = ?	39
122 + 391 (mod 97) = ?	28
232 + 262 (mod 97) = ?	9
965 + 994 (mod 97) = ?	19
51 + 716 (mod 97) = ?	88
691 + 466 (mod 97) = ?	90
533 + 479 (mod 97) = ?	42
833 + 255 (mod 97) = ?	21
915 + 102 (mod 97) = ?	47
357 + 966 (mod 97) = ?	62
300 + 8 (mod 97) = ?	17
944 + 893 (mod 97) = ?	91
604 + 257 (mod 97) = ?	85
812 + 747 (mod 97) = ?	7
27 + 100 (mod 97) = ?	30
979 + 810 (mod 97) = ?	43
432 + 237 (mod 97) = ?	87
197 + 87 (mod 97) = ?	90
649 + 478 (mod 97) = ?	60
477 + 173 (mod 97) = ?	68
735 + 433 (mod 97) = ?	4
385 + 9 (mod 97) = ?	6
293 + 520 (mod 97) = ?	37
613 + 151 (mod 97) = ?	85
917 + 933 (mod 97) = ?	7
